,originalquesid,questionid,title,question,views,vote,bookmarked,tags,link,answered,acceptedanswer,acceptedanswervotes,suggestedanswer,suggestedanswervotes,source,preparedquestion,preparedtitle,preparedtags
320,14978411,356705,How to send a header using a HTTP request through a curl call?,"
I wish to send a header to my Apache server on a Linux box.  How can I achieve this via a curl call?
","1,810,842",1533,239,curl http-headers ,https://stackoverflow.com/questions/356705/how-to-send-a-header-using-a-http-request-through-a-curl-call,10,"
GET:
with JSON:
curl -i -H ""Accept: application/json"" -H ""Content-Type: application/json"" http://hostname/resource

with XML:
curl -H ""Accept: application/xml"" -H ""Content-Type: application/xml"" -X GET http://hostname/resource

POST:
For posting data:
curl --data ""param1=value1&param2=value2"" http://hostname/resource

For file upload:
curl --form ""fileupload=@filename.txt"" http://hostname/resource

RESTful HTTP Post:
curl -X POST -d @filename http://hostname/resource

For logging into a site (auth):
curl -d ""username=admin&password=admin&submit=Login"" --dump-header headers http://localhost/Login
curl -L -b headers http://localhost/

",608,"
man curl:
   -H/--header <header>
          (HTTP)  Extra header to use when getting a web page. You may specify
          any number of extra headers. Note that if you should  add  a  custom
          header that has the same name as one of the internal ones curl would
          use, your externally set header will be used instead of the internal
          one.  This  allows  you  to make even trickier stuff than curl would
          normally do. You should not replace internally set  headers  without
          knowing  perfectly well what you're doing. Remove an internal header
          by giving a replacement without content on the  right  side  of  the
          colon, as in: -H ""Host:"".

          curl  will  make sure that each header you add/replace get sent with
          the proper end of line marker, you should thus not  add  that  as  a
          part  of the header content: do not add newlines or carriage returns
          they will only mess things up for you.

          See also the -A/--user-agent and -e/--referer options.

          This option can be used multiple times to add/replace/remove  multi-
          ple headers.

Example:
curl --header ""X-MyHeader: 123"" www.google.com

You can see the request that curl sent by adding the -v option.
",1995,https://stackoverflow.com," 
i wish send header apache server linux box   achieve via curl call 
", send header using http request curl call , curl http headers 
321,3794919,1144783,How to replace all occurrences of a string?,"
I have this string:
""Test abc test test abc test test test abc test test abc""

Doing:
str = str.replace('abc', '');

seems to only remove the first occurrence of abc in the string above.
How can I replace all occurrences of it?
","3,577,861",4594,768,javascript string replace ,https://stackoverflow.com/questions/1144783/how-to-replace-all-occurrences-of-a-string,70,"
Update: As of August 2020, you can use replaceAll
as shown here:
let result = ""1 abc 2 abc 3"".replaceAll(""abc"", ""xyz"");
// `result` is ""1 xyz 2 xyz 3""


For older browsers:
Note: Don't use the following solution in performance critical code.
As an alternative to regular expressions for a simple literal string, you could use
str = ""Test abc test test abc test..."".split(""abc"").join("""");

The general pattern is
str.split(search).join(replacement)

This used to be faster in some cases than using replaceAll and a regular expression, but that doesn't seem to be the case anymore in modern browsers.
Benchmark: https://jsperf.com/replace-all-vs-split-join
Conclusion: If you have a performance critical use case (e.g processing hundreds of strings), use the Regexp method. But for most typical use cases, this is well worth not having to worry about special characters.
",1843,"
As of August 2020, greenfield browsers have support for the String.replaceAll() method defined by the ECMAScript 2021 language specification. For older/legacy browser support, the below still applies.

str = str.replace(/abc/g, '');

In response to comment:
var find = 'abc';
var re = new RegExp(find, 'g');

str = str.replace(re, '');

In response to Click Upvote's comment, you could simplify it even more:
function replaceAll(str, find, replace) {
  return str.replace(new RegExp(find, 'g'), replace);
}

Note: Regular expressions contain special (meta) characters, and as such it is dangerous to blindly pass an argument in the find function above without pre-processing it to escape those characters.  This is covered in the Mozilla Developer Network's JavaScript Guide on Regular Expressions, where they present the following utility function (which has changed at least twice since this answer was originally written, so make sure to check the MDN site for potential updates):
function escapeRegExp(string) {
  return string.replace(/[.*+\-?^${}()|[\]\\]/g, '\\$&'); // $& means the whole matched string
}

So in order to make the replaceAll() function above safer, it could be modified to the following if you also include escapeRegExp:
function replaceAll(str, find, replace) {
  return str.replace(new RegExp(escapeRegExp(find), 'g'), replace);
}

",4544,https://stackoverflow.com," 
i string 
 test abc test test abc test test test abc test test abc 

doing 
str   str replace  abc       

seems remove first occurrence abc string above 
how replace occurrence it 
", replace occurrence string , javascript string replace 
322,9716468,18082,Validate decimal numbers in JavaScript - IsNumeric(),"
What's the cleanest, most effective way to validate decimal numbers in JavaScript?
Bonus points for:

Clarity. Solution should be clean and simple.
Cross-platform.

Test cases:
01. IsNumeric('-1')      => true
02. IsNumeric('-1.5')    => true
03. IsNumeric('0')       => true
04. IsNumeric('0.42')    => true
05. IsNumeric('.42')     => true
06. IsNumeric('99,999')  => false
07. IsNumeric('0x89f')   => false
08. IsNumeric('#abcdef') => false
09. IsNumeric('1.2.3')   => false
10. IsNumeric('')        => false
11. IsNumeric('blah')    => false

","1,496,562",2409,740,javascript validation numbers ,https://stackoverflow.com/questions/18082/validate-decimal-numbers-in-javascript-isnumeric,49,"
@Joel's answer is pretty close, but it will fail in the following cases:
// Whitespace strings:
IsNumeric(' ')    == true;
IsNumeric('\t\t') == true;
IsNumeric('\n\r') == true;

// Number literals:
IsNumeric(-1)  == false;
IsNumeric(0)   == false;
IsNumeric(1.1) == false;
IsNumeric(8e5) == false;

Some time ago I had to implement an IsNumeric function, to find out if a variable contained a numeric value, regardless of its type, it could be a String containing a numeric value (I had to consider also exponential notation, etc.), a Number object, virtually anything could be passed to that function, I couldn't make any type assumptions,  taking care of type coercion (eg. +true == 1; but true shouldn't be considered as ""numeric"").
I think is worth sharing this set of +30 unit tests made to numerous function implementations, and also share the one that passes all my tests:
function isNumeric(n) {
    return !isNaN(parseFloat(n)) && isFinite(n);
}

P.S. isNaN & isFinite have a confusing behavior due to forced conversion to number. In ES6, Number.isNaN & Number.isFinite would fix these issues. Keep that in mind when using them. 

Update : 
Here's how jQuery does it now (2.2-stable): 
isNumeric: function(obj) {
    var realStringObj = obj && obj.toString();
    return !jQuery.isArray(obj) && (realStringObj - parseFloat(realStringObj) + 1) >= 0;
}

Update :
Angular 4.3:
export function isNumeric(value: any): boolean {
    return !isNaN(value - parseFloat(value));
}

",2912,"
Arrrgh!  Don't listen to the regular expression answers.  RegEx is icky for this, and I'm not talking just performance.  It's so easy to make subtle, impossible to spot mistakes with your regular expression.  
If you can't use isNaN(), this should work much better:
function IsNumeric(input)
{
    return (input - 0) == input && (''+input).trim().length > 0;
}

Here's how it works:
The (input - 0) expression forces JavaScript to do type coercion on your input value; it must first be interpreted as a number for the subtraction operation.  If that conversion to a number fails, the expression will result in NaN.  This numeric result is then compared to the original value you passed in.  Since the left hand side is now numeric, type coercion is again used.  Now that the input from both sides was coerced to the same type from the same original value, you would think they should always be the same (always true). However, there's a special rule that says NaN is never equal to NaN, and so a value that can't be converted to a number (and only values that cannot be converted to numbers) will result in false. 
The check on the length is for a special case involving empty strings. Also note that it falls down on your 0x89f test, but that's because in many environments that's an okay way to define a number literal.  If you want to catch that specific scenario you could add an additional check.  Even better, if that's your reason for not using isNaN() then just wrap your own function around isNaN() that can also do the additional check.
In summary, if you want to know if a value can be converted to a number, actually try to convert it to a number.

I went back and did some research for why a whitespace string did not have the expected output, and I think I get it now: an empty string is coerced to 0 rather than NaN. Simply trimming the string before the length check will handle this case.
Running the unit tests against the new code and it only fails on the infinity and boolean literals, and the only time that should be a problem is if you're generating code (really, who would type in a literal and check if it's numeric? You should know), and that would be some strange code to generate.
But, again, the only reason ever to use this is if for some reason you have to avoid isNaN().
",341,https://stackoverflow.com," 
what s cleanest  effective way validate decimal number javascript 
bonus point for 

clarity  solution clean simple 
cross platform 

test cases 
01  isnumeric   1           true
02  isnumeric   1 5         true
03  isnumeric  0            true
04  isnumeric  0 42         true
05  isnumeric   42          true
06  isnumeric  99 999       false
07  isnumeric  0x89f        false
08  isnumeric   abcdef      false
09  isnumeric  1 2 3        false
10  isnumeric               false
11  isnumeric  blah         false

", validate decimal number javascript   isnumeric  , javascript validation number 
323,767821,395618,Is there any significant difference between using if/else and switch-case in C#?,"
What is the benefit/downside to using a switch statement vs. an if/else in C#.  I can't imagine there being that big of a difference, other than maybe the look of your code.
Is there any reason why the resulting IL or associated runtime performance would be radically different?
Related: What is quicker, switch on string or elseif on type?
","86,402",222,75,c# .net switch-statement ,https://stackoverflow.com/questions/395618/is-there-any-significant-difference-between-using-if-else-and-switch-case-in-c,20,"
SWITCH statement only produces same assembly as IFs in debug or compatibility mode. In release, it will be compiled into jump table (through MSIL 'switch' statement)- which is O(1).
C# (unlike many other languages) also allows to switch on string constants - and this works a bit differently. It's obviously not practical to build jump tables for strings of arbitrary lengths, so most often such switch will be compiled into stack of IFs. 
But if number of conditions is big enough to cover overheads, C# compiler will create a HashTable object, populate it with string constants and make a lookup on that table followed by jump. Hashtable lookup is not strictly O(1) and has noticeable constant costs, but if number of case labels is large, it will be significantly faster than comparing to each string constant in IFs.
To sum it up, if number of conditions is more than 5 or so, prefer SWITCH over IF, otherwise use whatever looks better.
",352,"
In general (considering all languages and all compilers) a switch statement CAN SOMETIMES be more efficient than an if / else statement, because it is easy for a compiler to generate jump tables from switch statements. It is possible to do the same thing for if / else statements, given appropriate constraints, but that is much more difficult.
In the case of C#, this is also true, but for other reasons.
With a large number of strings, there is a significant performance advantage to using a switch statement, because the compiler will use a hash table to implement the jump.
With a small number of strings, the performance between the two is the same.
This is because in that case the C# compiler does not generate a jump table. Instead it generates MSIL that is equivalent to IF / ELSE blocks.
There is a ""switch statement"" MSIL instruction that when jitted will use a jump table to implement a switch statement. It only works with integer types, however (this question asks about strings).
For small numbers of strings, it's more efficient for the compiler to generate IF / ELSE blocks then it is to use a hash table.
When I originally noticed this, I made the assumption that because IF / ELSE blocks were used with a small number of strings, that the compiler did the same transformation for large numbers of strings.
This was WRONG. 'IMA' was kind enough to point this out to me (well...he wasn't kind about it, but he was right, and I was wrong, which is the important part)
I also made a bone headed assumption about the lack of a ""switch"" instruction in MSIL (I figured, if there was a switch primitive, why weren't they using it with a hash table, so there must not be a switch primitive.... ). This was both wrong, and incredibly stupid on my part. Again 'IMA' pointed this out to me.
I made the updates here because it's the highest rated post, and the accepted answer.
However,I've made it Community Wiki because I figure I don't deserve the REP for being wrong. If you get a chance, please up vote 'ima''s post.
",55,https://stackoverflow.com," 
what benefit downside using switch statement vs  if else c    canot imagine big difference  maybe look code 
is reason resulting il associated runtime performance would radically different 
related  quicker  switch string elseif type 
", significant difference using if else switch case c  , c   net switch statement 
324,2019402,31497,Where do I use delegates? [closed],"



What are some real world places that call for delegates?  I'm curious what situations or patterns are present where this method is the best solution.  No code required.
","45,258",109,43,oop design-patterns delegates ,https://stackoverflow.com/questions/31497/where-do-i-use-delegates,8,"

A delegate is a named type that defines a particular kind of method. Just as a class definition lays out all the members for the given kind of object it defines, the delegate lays out the method signature for the kind of method it defines.

Based on this statement, a delegate is a function pointer and it defines what that function looks like.
A great example for a real world application of a delegate is the Predicate.  In the example from the link, you will notice that Array.Find takes the array to search and then a predicate to handle the criteria of what to find.  In this case it passes a method ProductGT10 which matches the Predicate signature.
",33,"
As stated in ""Learning C# 3.0: Master the fundamentals of C# 3.0""

General Scenario:   When a head of state dies, the President of the United States typically does not have time to attend the funeral
personally. Instead, he dispatches a delegate. Often this delegate is
the Vice President, but sometimes the VP is unavailable and the
President must send someone else, such as the Secretary of State or
even the First Lady. He does not want to “hardwire” his delegated
authority to a single person; he might delegate this responsibility to
anyone who is able to execute the correct international protocol.
The President defines in advance what responsibility will be delegated
(attend the funeral), what parameters will be passed (condolences,
kind words), and what value he hopes to get back (good will). He then
assigns a particular person to that delegated responsibility at
“runtime” as the course of his presidency progresses.
In programming Scenario:   You are often faced with situations where you need to execute a particular action, but you don’t know in
advance which method, or even which object, you’ll want to call upon
to execute it.
For Example:   A button might not know which object or objects need to be notified. Rather than wiring the button to a particular
object, you will connect the button to a delegate and then resolve
that delegate to a particular method when the program executes.

",154,https://stackoverflow.com," 



what real world place call delegates   i m curious situation pattern present method best solution   code required 
", use delegates   closed , oop design patterns delegate 
325,3138029,1777257,How do you create a yes/no boolean field in SQL server?,"
What is the best practice for creating a yes/no i.e. Boolean field when converting from an access database or in general?
","832,395",342,37,sql-server boolean sqldatatypes ,https://stackoverflow.com/questions/1777257/how-do-you-create-a-yes-no-boolean-field-in-sql-server,11,"
The equivalent is a BIT field.
In SQL you use 0 and 1 to set a bit field (just as a yes/no field in Access). In Management Studio it displays as a false/true value (at least in recent versions).
When accessing the database through ASP.NET it will expose the field as a boolean value.
",461,"
The BIT datatype is generally used to store boolean values (0 for false, 1 for true).
",115,https://stackoverflow.com," 
what best practice creating yes no i e  boolean field converting access database general 
", create yes no boolean field sql server , sql server boolean sqldatatypes 
326,11898998,159118,How do I match any character across multiple lines in a regular expression?,"
For example, this regex
(.*)<FooBar>

will match:
abcde<FooBar>

But how do I get it to match across multiple lines?
abcde
fghij<FooBar>

","635,185",384,87,regex multiline ,https://stackoverflow.com/questions/159118/how-do-i-match-any-character-across-multiple-lines-in-a-regular-expression,24,"
It depends on the language, but there should be a modifier that you can add to the regex pattern. In PHP it is:
/(.*)<FooBar>/s

The s at the end causes the dot to match all characters including newlines.
",254,"
Try this:  
((.|\n)*)<FooBar>

It basically says ""any character or a newline"" repeated zero or more times.
",394,https://stackoverflow.com," 
for example  regex
     foobar 

will match 
abcde foobar 

but get match across multiple lines 
abcde
fghij foobar 

", match character across multiple line regular expression , regex multiline 
327,5448545,901115,How can I get query string values in JavaScript?,"



Is there a plugin-less way of retrieving query string values via jQuery (or without)? 
If so, how? If not, is there a plugin which can do so?
","3,946,667",2696,2048,javascript url plugins query-string ,https://stackoverflow.com/questions/901115/how-can-i-get-query-string-values-in-javascript,73,"
Update: Sep-2018
You can use URLSearchParams which is simple and has decent (but not complete) browser support.
const urlParams = new URLSearchParams(window.location.search);
const myParam = urlParams.get('myParam');

PS
Unfortunately URLSearchParams don't properly parse query strings with string keyed values.
You might want to try locutus/parse_str
console.log(new URLSearchParams('a=b&c=d').toString()); // a=b&c=d
console.log(new URLSearchParams('a=b&c=d').get('a')); // b
console.log(new URLSearchParams('filters[a]=b&filters[c]=d').toString()); // filters%5Ba%5D=b&filters%5Bc%5D=d
console.log(new URLSearchParams('filters[a]=b&filters[c]=d').get('filters')); // null

Original
You don't need jQuery for that purpose. You can use just some pure JavaScript:
function getParameterByName(name, url = window.location.href) {
    name = name.replace(/[\[\]]/g, '\\$&');
    var regex = new RegExp('[?&]' + name + '(=([^&#]*)|&|#|$)'),
        results = regex.exec(url);
    if (!results) return null;
    if (!results[2]) return '';
    return decodeURIComponent(results[2].replace(/\+/g, ' '));
}

Usage:
// query string: ?foo=lorem&bar=&baz
var foo = getParameterByName('foo'); // ""lorem""
var bar = getParameterByName('bar'); // """" (present with empty value)
var baz = getParameterByName('baz'); // """" (present with no value)
var qux = getParameterByName('qux'); // null (absent)


Note: If a parameter is present several times (`?foo=lorem&foo=ipsum`), you will get the first value (`lorem`). There is no standard about this and usages vary, see for example this question: [Authoritative position of duplicate HTTP GET query keys](https://stackoverflow.com/questions/1746507/authoritative-position-of-duplicate-http-get-query-keys).  
NOTE: The function is case-sensitive. If you prefer case-insensitive parameter name, [add 'i' modifier to RegExp][2]

This is an update based on the new URLSearchParams specs to achieve the same result more succinctly. See answer titled ""URLSearchParams"" below.
",8588,"
Some of the solutions posted here are inefficient. Repeating the regular expression search every time the script needs to access a parameter is completely unnecessary, one single function to split up the parameters into an associative-array style object is enough. If you're not working with the HTML 5 History API, this is only necessary once per page load.  The other suggestions here also fail to decode the URL correctly.
var urlParams;
(window.onpopstate = function () {
    var match,
        pl     = /\+/g,  // Regex for replacing addition symbol with a space
        search = /([^&=]+)=?([^&]*)/g,
        decode = function (s) { return decodeURIComponent(s.replace(pl, "" "")); },
        query  = window.location.search.substring(1);

    urlParams = {};
    while (match = search.exec(query))
       urlParams[decode(match[1])] = decode(match[2]);
})();
Example querystring: 

?i=main&mode=front&sid=de8d49b78a85a322c4155015fdce22c4&enc=+Hello%20&empty

Result:
 urlParams = {
    enc: "" Hello "",
    i: ""main"",
    mode: ""front"",
    sid: ""de8d49b78a85a322c4155015fdce22c4"",
    empty: """"
}

alert(urlParams[""mode""]);
// -> ""front""

alert(""empty"" in urlParams);
// -> true

This could easily be improved upon to handle array-style query strings too.  An example of this is here, but since array-style parameters aren't defined in RFC 3986 I won't pollute this answer with the source code. For those interested in a ""polluted"" version, look at campbeln's answer below.
Also, as pointed out in the comments, ; is a legal delimiter for key=value pairs.  It would require a more complicated regex to handle ; or &, which I think is unnecessary because it's rare that ; is used and I would say even more unlikely that both would be used.  If you need to support ; instead of &, just swap them in the regex.
 
If you're using a server-side preprocessing language, you might want to use its native JSON functions to do the heavy lifting for you.  For example, in PHP you can write:
<script>var urlParams = <?php echo json_encode($_GET, JSON_HEX_TAG);?>;</script>
Much simpler!
UPDATED

A new capability would be to retrieve repeated params as following myparam=1&myparam=2. There is not a specification, however, most of the current approaches follow the generation of an array.

myparam = [""1"", ""2""]

So, this is the approach to manage it:
let urlParams = {};
(window.onpopstate = function () {
    let match,
        pl = /\+/g,  // Regex for replacing addition symbol with a space
        search = /([^&=]+)=?([^&]*)/g,
        decode = function (s) {
            return decodeURIComponent(s.replace(pl, "" ""));
        },
        query = window.location.search.substring(1);

    while (match = search.exec(query)) {
        if (decode(match[1]) in urlParams) {
            if (!Array.isArray(urlParams[decode(match[1])])) {
                urlParams[decode(match[1])] = [urlParams[decode(match[1])]];
            }
            urlParams[decode(match[1])].push(decode(match[2]));
        } else {
            urlParams[decode(match[1])] = decode(match[2]);
        }
    }
})();

",1730,https://stackoverflow.com," 



is plugin less way retrieving query string value via jquery  or without   
if so  how  not  plugin so 
", get query string value javascript , javascript url plugins query string 
328,9588423,1604091,Update a table using JOIN in SQL Server?,"
I want to update a column in a table making a join on other table e.g.:
UPDATE table1 a 
INNER JOIN table2 b ON a.commonfield = b.[common field] 
SET a.CalculatedColumn= b.[Calculated Column]
WHERE 
    b.[common field]= a.commonfield
AND a.BatchNO = '110'

But it is complaining :

What is wrong here?
","949,134",851,207,sql-server tsql join sql-update ,https://stackoverflow.com/questions/1604091/update-a-table-using-join-in-sql-server,11,"
You don't quite have SQL Server's proprietary UPDATE FROM syntax down. Also not sure why you needed to join on the CommonField and also filter on it afterward.  Try this:
UPDATE t1
  SET t1.CalculatedColumn = t2.[Calculated Column]
  FROM dbo.Table1 AS t1
  INNER JOIN dbo.Table2 AS t2
  ON t1.CommonField = t2.[Common Field]
  WHERE t1.BatchNo = '110';

If you're doing something really silly - like constantly trying to set the value of one column to the aggregate of another column (which violates the principle of avoiding storing redundant data), you can use a CTE (common table expression) - see here and here for more details:
;WITH t2 AS
(
  SELECT [key], CalculatedColumn = SUM(some_column)
    FROM dbo.table2
    GROUP BY [key]
)
UPDATE t1
  SET t1.CalculatedColumn = t2.CalculatedColumn
  FROM dbo.table1 AS t1
  INNER JOIN t2
  ON t1.[key] = t2.[key];

The reason this is really silly, is that you're going to have to re-run this entire update every single time any row in table2 changes. A SUM is something you can always calculate at runtime and, in doing so, never have to worry that the result is stale.
",1627,"
Try it like this:
begin tran
    UPDATE a 
    SET a.CalculatedColumn= b.[Calculated Column]
    FROM table1 a INNER JOIN table2 b ON a.commonfield = b.[common field] 
    WHERE a.BatchNO = '110'
commit tran

",46,https://stackoverflow.com," 
i want update column table making join table e g  
update table1 
inner join table2 b a commonfield   b  common field  
set a calculatedcolumn  b  calculated column 
where 
    b  common field   a commonfield
and a batchno    110 

but complaining  

what wrong here 
", update table using join sql server , sql server tsql join sql update 
329,20490274,20461165,How to convert index of a pandas dataframe into a column?,"
This seems rather obvious, but I can't seem to figure out how to convert an index of data frame to a column?
For example:
df=
        gi       ptt_loc
 0  384444683      593  
 1  384444684      594 
 2  384444686      596  

To,
df=
    index1    gi       ptt_loc
 0  0     384444683      593  
 1  1     384444684      594 
 2  2     384444686      596  

","628,844",509,143,python pandas dataframe ,https://stackoverflow.com/questions/20461165/how-to-convert-index-of-a-pandas-dataframe-into-a-column,7,"
either:
df['index1'] = df.index

or, .reset_index:
df.reset_index(level=0, inplace=True)


so, if you have a multi-index frame with 3 levels of index, like:
>>> df
                       val
tick       tag obs        
2016-02-26 C   2    0.0139
2016-02-27 A   2    0.5577
2016-02-28 C   6    0.0303

and you want to convert the 1st (tick) and 3rd (obs) levels in the index into columns, you would do:
>>> df.reset_index(level=['tick', 'obs'])
          tick  obs     val
tag                        
C   2016-02-26    2  0.0139
A   2016-02-27    2  0.5577
C   2016-02-28    6  0.0303

",859,"
For MultiIndex you can extract its subindex using 
df['si_name'] = R.index.get_level_values('si_name') 

where si_name is the name of the subindex.
",37,https://stackoverflow.com," 
this seems rather obvious  canot seem figure convert index data frame column 
for example 
df 
        gi       ptt loc
 0  384444683      593  
 1  384444684      594 
 2  384444686      596  

to 
df 
    index1    gi       ptt loc
 0  0     384444683      593  
 1  1     384444684      594 
 2  2     384444686      596  

", convert index panda dataframe column , python panda dataframe 
330,2629222,323200,Is an HTTPS query string secure?,"
I am creating a secure web based API that uses HTTPS; however, if I allow the users to configure it (include sending password) using a query string will this also be secure or should I force it to be done via a POST?
","100,167",364,84,ssl https query-string ,https://stackoverflow.com/questions/323200/is-an-https-query-string-secure,9,"
Yes, it is. But using GET for sensitive data is a bad idea for several reasons:

Mostly HTTP referrer leakage (an external image in the target page might leak the password[1])
Password will be stored in server logs (which is obviously bad)
History caches in browsers 

Therefore, even though Querystring is secured it's not recommended to transfer sensitive data over querystring.
[1] Although I need to note that RFC states that browser should not send referrers from HTTPS  to HTTP. But that doesn't mean a bad 3rd party browser toolbar or an external image/flash from an HTTPS site won't leak it.
",472,"
From a ""sniff the network packet"" point of view a GET request is safe, as the browser will first establish the secure connection and then send the request containing the GET parameters. But GET url's will be stored in the users browser history / autocomplete, which is not a good place to store e.g. password data in. Of course this only applies if you take the broader ""Webservice"" definition that might access the service from a browser, if you access it only from your custom application this should not be a problem.
So using post at least for password dialogs should be preferred. Also as pointed out in the link littlegeek posted a GET URL is more likely to be written to your server logs.
",79,https://stackoverflow.com," 
i creating secure web based api us https  however  allow user configure  include sending password  using query string also secure force done via post 
", http query string secure , ssl http query string 
331,1353309,70324,Java inner class and static nested class,"
What is the main difference between an inner class and a static nested class in Java? Does design / implementation play a role in choosing one of these?
","752,154",1810,779,java inner-classes static-classes ,https://stackoverflow.com/questions/70324/java-inner-class-and-static-nested-class,27,"
From the Java Tutorial:

Nested classes are divided into two categories: static and non-static. Nested classes that are declared static are simply called static nested classes. Non-static nested classes are called inner classes. 

Static nested classes are accessed using the enclosing class name:
OuterClass.StaticNestedClass

For example, to create an object for the static nested class, use this syntax:
OuterClass.StaticNestedClass nestedObject = new OuterClass.StaticNestedClass();

Objects that are instances of an inner class exist within an instance of the outer class. Consider the following classes:
class OuterClass {
    ...
    class InnerClass {
        ...
    }
}

An instance of InnerClass can exist only within an instance of OuterClass and has direct access to the methods and fields of its enclosing instance.
To instantiate an inner class, you must first instantiate the outer class. Then, create the inner object within the outer object with this syntax:
OuterClass outerObject = new OuterClass()
OuterClass.InnerClass innerObject = outerObject.new InnerClass();

see: Java Tutorial - Nested Classes
For completeness note that there is also such a thing as an inner class without an enclosing instance:
class A {
  int t() { return 1; }
  static A a =  new A() { int t() { return 2; } };
}

Here, new A() { ... } is an inner class defined in a static context and does not have an enclosing instance.
",1729,"
The Java tutorial says:

Terminology: Nested classes are
  divided into two categories: static
  and non-static. Nested classes that
  are declared static are simply called
  static nested classes. Non-static
  nested classes are called inner
  classes.

In common parlance, the terms ""nested"" and ""inner"" are used interchangeably by most programmers, but I'll use the correct term ""nested class"" which covers both inner and static.
Classes can be nested ad infinitum, e.g. class A can contain class B which contains class C which contains class D, etc. However, more than one level of class nesting is rare, as it is generally bad design.
There are three reasons you might create a nested class:

organization: sometimes it seems most sensible to sort a class into the namespace of another class, especially when it won't be used in any other context
access: nested classes have special access to the variables/fields of their containing classes (precisely which variables/fields depends on the kind of nested class, whether inner or static).
convenience: having to create a new file for every new type is bothersome, again, especially when the type will only be used in one context

There are four kinds of nested class in Java. In brief, they are:

static class: declared as a static member of another class
inner class: declared as an instance member of another class
local inner class: declared inside an instance method of another class
anonymous inner class: like a local inner class, but written as an expression which returns a one-off object

Let me elaborate in more details.

Static Classes
Static classes are the easiest kind to understand because they have nothing to do with instances of the containing class.
A static class is a class declared as a static member of another class. Just like other static members, such a class is really just a hanger on that uses the containing class as its namespace, e.g. the class Goat declared as a static member of class Rhino in the package pizza is known by the name pizza.Rhino.Goat.
package pizza;

public class Rhino {

    ...

    public static class Goat {
        ...
    }
}

Frankly, static classes are a pretty worthless feature because classes are already divided into namespaces by packages. The only real conceivable reason to create a static class is that such a class has access to its containing class's private static members, but I find this to be a pretty lame justification for the static class feature to exist.

Inner Classes
An inner class is a class declared as a non-static member of another class:
package pizza;

public class Rhino {

    public class Goat {
        ...
    }

    private void jerry() {
        Goat g = new Goat();
    }
}

Like with a static class, the inner class is known as qualified by its containing class name, pizza.Rhino.Goat, but inside the containing class, it can be known by its simple name. However, every instance of an inner class is tied to a particular instance of its containing class: above, the Goat created in jerry, is implicitly tied to the Rhino instance this in jerry. Otherwise, we make the associated Rhino instance explicit when we instantiate Goat:
Rhino rhino = new Rhino();
Rhino.Goat goat = rhino.new Goat();

(Notice you refer to the inner type as just Goat in the weird new syntax: Java infers the containing type from the rhino part. And, yes new rhino.Goat() would have made more sense to me too.)
So what does this gain us? Well, the inner class instance has access to the instance members of the containing class instance. These enclosing instance members are referred to inside the inner class via just their simple names, not via this (this in the inner class refers to the inner class instance, not the associated containing class instance): 
public class Rhino {

    private String barry;

    public class Goat {
        public void colin() {
            System.out.println(barry);
        }
    }
}

In the inner class, you can refer to this of the containing class as Rhino.this, and you can use this to refer to its members, e.g. Rhino.this.barry.

Local Inner Classes
A local inner class is a class declared in the body of a method. Such a class is only known within its containing method, so it can only be instantiated and have its members accessed within its containing method. The gain is that a local inner class instance is tied to and can access the final local variables of its containing method. When the instance uses a final local of its containing method, the variable retains the value it held at the time of the instance's creation, even if the variable has gone out of scope (this is effectively Java's crude, limited version of closures).
Because a local inner class is neither the member of a class or package, it is not declared with an access level. (Be clear, however, that its own members have access levels like in a normal class.)
If a local inner class is declared in an instance method, an instantiation of the inner class is tied to the instance held by the containing method's this at the time of the instance's creation, and so the containing class's instance members are accessible like in an instance inner class. A local inner class is instantiated simply via its name, e.g. local inner class Cat is instantiated as new Cat(), not new this.Cat() as you might expect.

Anonymous Inner Classes
An anonymous inner class is a syntactically convenient way of writing a local inner class. Most commonly, a local inner class is instantiated at most just once each time its containing method is run. It would be nice, then, if we could combine the local inner class definition and its single instantiation into one convenient syntax form, and it would also be nice if we didn't have to think up a name for the class (the fewer unhelpful names your code contains, the better). An anonymous inner class allows both these things:
new *ParentClassName*(*constructorArgs*) {*members*}

This is an expression returning a new instance of an unnamed class which extends ParentClassName. You cannot supply your own constructor; rather, one is implicitly supplied which simply calls the super constructor, so the arguments supplied must fit the super constructor. (If the parent contains multiple constructors, the “simplest” one is called, “simplest” as determined by a rather complex set of rules not worth bothering to learn in detail--just pay attention to what NetBeans or Eclipse tell you.)
Alternatively, you can specify an interface to implement:
new *InterfaceName*() {*members*}

Such a declaration creates a new instance of an unnamed class which extends Object and implements InterfaceName. Again, you cannot supply your own constructor; in this case, Java implicitly supplies a no-arg, do-nothing constructor (so there will never be constructor arguments in this case).
Even though you can't give an anonymous inner class a constructor, you can still do any setup you want using an initializer block (a {} block placed outside any method).
Be clear that an anonymous inner class is simply a less flexible way of creating a local inner class with one instance. If you want a local inner class which implements multiple interfaces or which implements interfaces while extending some class other than Object or which specifies its own constructor, you're stuck creating a regular named local inner class.
",613,https://stackoverflow.com," 
what main difference inner class static nested class java  design   implementation play role choosing one these 
", java inner class static nested class, java inner classes static classes 
